MUNICÍPIO DO FATO;REGIAO GEOGRÁFICA;NATUREZA;DATA DO FATO;ANO;SEXO;IDADE SENASP;TOTAL DE ENVOLVIDOS
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;29/10/2019;2019;MASCULINO;2) 12-17;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO;29/10/2019;2019;FEMININO;6) 35-64;1
RECIFE;RECIFE;ESTUPRO COLETIVO ;29/10/2019;2019;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;29/10/2019;2019;FEMININO;2) 12-17;1
ALTINHO;AGRESTE;ESTUPRO DE VULNERÁVEL;30/10/2019;2019;FEMININO;2) 12-17;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO;30/10/2019;2019;FEMININO;5) 30-34;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL;30/10/2019;2019;FEMININO;1) 00-11;1
GARANHUNS;AGRESTE;ESTUPRO DE VULNERÁVEL;30/10/2019;2019;FEMININO;2) 12-17;1
OROBO;AGRESTE;ESTUPRO DE VULNERÁVEL;30/10/2019;2019;MASCULINO;1) 00-11;1
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;30/10/2019;2019;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;30/10/2019;2019;FEMININO;2) 12-17;1
BOM CONSELHO;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;31/10/2019;2019;FEMININO;1) 00-11;1
ITAMBE;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;31/10/2019;2019;FEMININO;2) 12-17;1
NAZARE DA MATA;ZONA DA MATA;ESTUPRO;31/10/2019;2019;FEMININO;2) 12-17;1
NAZARE DA MATA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;31/10/2019;2019;FEMININO;2) 12-17;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;31/10/2019;2019;MASCULINO;2) 12-17;1
BONITO;AGRESTE;ESTUPRO DE VULNERÁVEL;01/11/2019;2019;FEMININO;2) 12-17;1
CATENDE;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;01/11/2019;2019;FEMININO;1) 00-11;1
GOIANA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;01/11/2019;2019;FEMININO;2) 12-17;1
IGARASSU;REGIÃO METROPOLITANA;ESTUPRO;01/11/2019;2019;FEMININO;3) 18-24;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;01/11/2019;2019;FEMININO;2) 12-17;1
NAZARE DA MATA;ZONA DA MATA;ESTUPRO;01/11/2019;2019;FEMININO;6) 35-64;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO;01/11/2019;2019;DESCONHECIDO;6) 35-64;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;01/11/2019;2019;FEMININO;2) 12-17;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;01/11/2019;2019;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO;01/11/2019;2019;FEMININO;6) 35-64;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;01/11/2019;2019;FEMININO;1) 00-11;1
RIBEIRAO;ZONA DA MATA;ESTUPRO;01/11/2019;2019;FEMININO;2) 12-17;1
SANTA FILOMENA;SERTÃO;ESTUPRO;01/11/2019;2019;FEMININO;3) 18-24;1
SANTA FILOMENA;SERTÃO;ESTUPRO DE VULNERÁVEL;01/11/2019;2019;FEMININO;2) 12-17;1
SAO BENEDITO DO SUL;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;01/11/2019;2019;FEMININO;6) 35-64;1
SAO LOURENCO DA MATA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;01/11/2019;2019;FEMININO;1) 00-11;1
TORITAMA;AGRESTE;ESTUPRO DE VULNERÁVEL;01/11/2019;2019;FEMININO;1) 00-11;1
BOM CONSELHO;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;02/11/2019;2019;FEMININO;1) 00-11;1
GARANHUNS;AGRESTE;ESTUPRO DE VULNERÁVEL;02/11/2019;2019;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO;02/11/2019;2019;MASCULINO;(vazio);1
SAO BENTO DO UNA;AGRESTE;ESTUPRO DE VULNERÁVEL;02/11/2019;2019;FEMININO;1) 00-11;1
XEXEU;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;02/11/2019;2019;FEMININO;2) 12-17;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;03/11/2019;2019;FEMININO;2) 12-17;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;03/11/2019;2019;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO;03/11/2019;2019;FEMININO;3) 18-24;1
RECIFE;RECIFE;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;03/11/2019;2019;FEMININO;4) 25-29;1
SERTANIA;SERTÃO;ESTUPRO;03/11/2019;2019;FEMININO;3) 18-24;1
CUPIRA;AGRESTE;ESTUPRO DE VULNERÁVEL;04/11/2019;2019;MASCULINO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;04/11/2019;2019;FEMININO;1) 00-11;2
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;04/11/2019;2019;FEMININO;2) 12-17;1
SAO JOSE DO BELMONTE;SERTÃO;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;04/11/2019;2019;MASCULINO;2) 12-17;1
ABREU E LIMA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;05/11/2019;2019;FEMININO;1) 00-11;1
BELO JARDIM;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;05/11/2019;2019;FEMININO;2) 12-17;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;05/11/2019;2019;FEMININO;1) 00-11;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;05/11/2019;2019;FEMININO;1) 00-11;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;05/11/2019;2019;FEMININO;1) 00-11;1
PESQUEIRA;AGRESTE;ESTUPRO;05/11/2019;2019;FEMININO;2) 12-17;1
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;05/11/2019;2019;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;05/11/2019;2019;FEMININO;6) 35-64;1
SAO JOAO;AGRESTE;ESTUPRO;05/11/2019;2019;FEMININO;6) 35-64;1
VITORIA DE SANTO ANTAO;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;05/11/2019;2019;FEMININO;2) 12-17;1
LAGOA GRANDE;SERTÃO;ESTUPRO DE VULNERÁVEL;06/11/2019;2019;MASCULINO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO;06/11/2019;2019;FEMININO;5) 30-34;1
SURUBIM;AGRESTE;ESTUPRO DE VULNERÁVEL;06/11/2019;2019;FEMININO;1) 00-11;1
LAGOA DO OURO;AGRESTE;ESTUPRO DE VULNERÁVEL;07/11/2019;2019;FEMININO;1) 00-11;1
MORENO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;07/11/2019;2019;FEMININO;2) 12-17;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO;07/11/2019;2019;FEMININO;3) 18-24;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;07/11/2019;2019;FEMININO;1) 00-11;1
PAUDALHO;ZONA DA MATA;ESTUPRO;07/11/2019;2019;FEMININO;2) 12-17;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;07/11/2019;2019;FEMININO;2) 12-17;1
RIACHO DAS ALMAS;AGRESTE;ESTUPRO DE VULNERÁVEL;07/11/2019;2019;FEMININO;1) 00-11;1
SAO LOURENCO DA MATA;REGIÃO METROPOLITANA;ESTUPRO;07/11/2019;2019;FEMININO;3) 18-24;1
VITORIA DE SANTO ANTAO;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;07/11/2019;2019;FEMININO;2) 12-17;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;08/11/2019;2019;MASCULINO;1) 00-11;1
POCAO;AGRESTE;ESTUPRO DE VULNERÁVEL;08/11/2019;2019;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO;08/11/2019;2019;FEMININO;3) 18-24;1
TAMANDARE;ZONA DA MATA;ESTUPRO;08/11/2019;2019;FEMININO;2) 12-17;1
TAMANDARE;ZONA DA MATA;ESTUPRO;08/11/2019;2019;FEMININO;3) 18-24;1
BARREIROS;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;09/11/2019;2019;FEMININO;1) 00-11;1
BELEM DE MARIA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;09/11/2019;2019;FEMININO;2) 12-17;1
CANHOTINHO;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;09/11/2019;2019;FEMININO;(vazio);1
CHA DE ALEGRIA;ZONA DA MATA;ESTUPRO;09/11/2019;2019;MASCULINO;1) 00-11;1
ESCADA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;09/11/2019;2019;FEMININO;2) 12-17;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;09/11/2019;2019;FEMININO;1) 00-11;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;09/11/2019;2019;MASCULINO;2) 12-17;1
MARAIAL;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;09/11/2019;2019;FEMININO;3) 18-24;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;09/11/2019;2019;MASCULINO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;09/11/2019;2019;MASCULINO;1) 00-11;2
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;09/11/2019;2019;MASCULINO;(vazio);4
TABIRA;SERTÃO;ESTUPRO;09/11/2019;2019;FEMININO;2) 12-17;2
TABIRA;SERTÃO;ESTUPRO;09/11/2019;2019;MASCULINO;2) 12-17;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;10/11/2019;2019;FEMININO;1) 00-11;1
CHA GRANDE;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;10/11/2019;2019;FEMININO;2) 12-17;1
IGARASSU;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;10/11/2019;2019;FEMININO;1) 00-11;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO;10/11/2019;2019;FEMININO;3) 18-24;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;10/11/2019;2019;FEMININO;5) 30-34;1
OURICURI;SERTÃO;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;10/11/2019;2019;FEMININO;3) 18-24;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO;10/11/2019;2019;FEMININO;6) 35-64;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;10/11/2019;2019;FEMININO;2) 12-17;1
QUIPAPA;ZONA DA MATA;ESTUPRO;10/11/2019;2019;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;10/11/2019;2019;MASCULINO;1) 00-11;1
VITORIA DE SANTO ANTAO;ZONA DA MATA;ESTUPRO;10/11/2019;2019;FEMININO;3) 18-24;1
CAMARAGIBE;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;11/11/2019;2019;FEMININO;2) 12-17;1
IPOJUCA;REGIÃO METROPOLITANA;ESTUPRO;11/11/2019;2019;FEMININO;3) 18-24;1
IPOJUCA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;11/11/2019;2019;FEMININO;2) 12-17;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;11/11/2019;2019;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;11/11/2019;2019;FEMININO;1) 00-11;1
RIBEIRAO;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;11/11/2019;2019;FEMININO;2) 12-17;1
TUPANATINGA;AGRESTE;ESTUPRO DE VULNERÁVEL;11/11/2019;2019;FEMININO;1) 00-11;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;12/11/2019;2019;MASCULINO;1) 00-11;1
GOIANA;ZONA DA MATA;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;12/11/2019;2019;FEMININO;2) 12-17;1
GRAVATA;AGRESTE;ESTUPRO;12/11/2019;2019;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;12/11/2019;2019;FEMININO;1) 00-11;1
VENTUROSA;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;12/11/2019;2019;MASCULINO;1) 00-11;1
ABREU E LIMA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;13/11/2019;2019;FEMININO;1) 00-11;1
ABREU E LIMA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;13/11/2019;2019;FEMININO;6) 35-64;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;13/11/2019;2019;FEMININO;1) 00-11;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO;14/11/2019;2019;FEMININO;3) 18-24;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;14/11/2019;2019;FEMININO;2) 12-17;1
PETROLINA;SERTÃO;ESTUPRO;14/11/2019;2019;FEMININO;4) 25-29;1
RECIFE;RECIFE;ESTUPRO;14/11/2019;2019;MASCULINO;1) 00-11;1
TERRA NOVA;SERTÃO;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;14/11/2019;2019;DESCONHECIDO;3) 18-24;1
BEZERROS;AGRESTE;ESTUPRO DE VULNERÁVEL;15/11/2019;2019;FEMININO;1) 00-11;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL;15/11/2019;2019;FEMININO;1) 00-11;1
CORTES;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;15/11/2019;2019;FEMININO;2) 12-17;1
GARANHUNS;AGRESTE;ESTUPRO;15/11/2019;2019;FEMININO;3) 18-24;1
GARANHUNS;AGRESTE;ESTUPRO DE VULNERÁVEL;15/11/2019;2019;FEMININO;2) 12-17;1
GOIANA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;15/11/2019;2019;FEMININO;2) 12-17;1
IPOJUCA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;15/11/2019;2019;MASCULINO;1) 00-11;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;15/11/2019;2019;FEMININO;1) 00-11;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;15/11/2019;2019;FEMININO;1) 00-11;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;15/11/2019;2019;FEMININO;6) 35-64;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;15/11/2019;2019;FEMININO;2) 12-17;1
TAMANDARE;ZONA DA MATA;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;15/11/2019;2019;FEMININO;5) 30-34;1
ABREU E LIMA;REGIÃO METROPOLITANA;ESTUPRO;16/11/2019;2019;FEMININO;2) 12-17;1
CAMARAGIBE;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;16/11/2019;2019;FEMININO;1) 00-11;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;16/11/2019;2019;FEMININO;1) 00-11;2
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;16/11/2019;2019;FEMININO;2) 12-17;2
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;16/11/2019;2019;MASCULINO;1) 00-11;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;16/11/2019;2019;FEMININO;3) 18-24;1
PAUDALHO;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;16/11/2019;2019;FEMININO;2) 12-17;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;16/11/2019;2019;MASCULINO;1) 00-11;1
SAO LOURENCO DA MATA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;16/11/2019;2019;FEMININO;5) 30-34;1
TORITAMA;AGRESTE;ESTUPRO DE VULNERÁVEL;16/11/2019;2019;FEMININO;1) 00-11;1
ARCOVERDE;SERTÃO;ESTUPRO;17/11/2019;2019;FEMININO;2) 12-17;1
CEDRO;SERTÃO;ESTUPRO DE VULNERÁVEL;17/11/2019;2019;FEMININO;1) 00-11;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;17/11/2019;2019;FEMININO;1) 00-11;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO;17/11/2019;2019;FEMININO;4) 25-29;1
RECIFE;RECIFE;ESTUPRO;17/11/2019;2019;FEMININO;1) 00-11;1
SALGUEIRO;SERTÃO;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;17/11/2019;2019;FEMININO;3) 18-24;1
SAO JOAQUIM DO MONTE;AGRESTE;ESTUPRO DE VULNERÁVEL;17/11/2019;2019;FEMININO;2) 12-17;1
VITORIA DE SANTO ANTAO;ZONA DA MATA;ESTUPRO;17/11/2019;2019;FEMININO;2) 12-17;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;18/11/2019;2019;FEMININO;2) 12-17;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;18/11/2019;2019;FEMININO;1) 00-11;1
GRAVATA;AGRESTE;ESTUPRO;18/11/2019;2019;FEMININO;3) 18-24;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;18/11/2019;2019;FEMININO;2) 12-17;1
LAGOA GRANDE;SERTÃO;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;18/11/2019;2019;FEMININO;1) 00-11;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;18/11/2019;2019;FEMININO;1) 00-11;1
PEDRA;AGRESTE;ESTUPRO DE VULNERÁVEL;18/11/2019;2019;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO;18/11/2019;2019;FEMININO;3) 18-24;1
SAIRE;AGRESTE;ESTUPRO DE VULNERÁVEL;18/11/2019;2019;FEMININO;2) 12-17;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;19/11/2019;2019;FEMININO;1) 00-11;1
IPOJUCA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;19/11/2019;2019;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;19/11/2019;2019;FEMININO;2) 12-17;1
ALIANCA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;20/11/2019;2019;MASCULINO;1) 00-11;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;20/11/2019;2019;FEMININO;1) 00-11;1
IPOJUCA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;20/11/2019;2019;FEMININO;1) 00-11;1
PESQUEIRA;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;20/11/2019;2019;FEMININO;1) 00-11;1
SALOA;AGRESTE;ESTUPRO DE VULNERÁVEL;20/11/2019;2019;FEMININO;1) 00-11;1
SAO JOSE DO EGITO;SERTÃO;ESTUPRO;20/11/2019;2019;FEMININO;3) 18-24;1
TACARATU;SERTÃO;ESTUPRO;20/11/2019;2019;FEMININO;5) 30-34;1
BEZERROS;AGRESTE;ESTUPRO;21/11/2019;2019;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;21/11/2019;2019;FEMININO;1) 00-11;1
SAO JOAQUIM DO MONTE;AGRESTE;ESTUPRO DE VULNERÁVEL;21/11/2019;2019;FEMININO;2) 12-17;1
TORITAMA;AGRESTE;ESTUPRO;21/11/2019;2019;MASCULINO;2) 12-17;1
CHA GRANDE;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;22/11/2019;2019;FEMININO;2) 12-17;1
ITAPISSUMA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;22/11/2019;2019;FEMININO;1) 00-11;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;22/11/2019;2019;FEMININO;2) 12-17;2
PAUDALHO;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;22/11/2019;2019;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;22/11/2019;2019;FEMININO;3) 18-24;1
FLORESTA;SERTÃO;ESTUPRO;23/11/2019;2019;FEMININO;3) 18-24;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;23/11/2019;2019;FEMININO;2) 12-17;1
PEDRA;AGRESTE;ESTUPRO;23/11/2019;2019;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;23/11/2019;2019;FEMININO;1) 00-11;1
SAO BENTO DO UNA;AGRESTE;ESTUPRO DE VULNERÁVEL;23/11/2019;2019;FEMININO;1) 00-11;1
SAO BENTO DO UNA;AGRESTE;ESTUPRO DE VULNERÁVEL;23/11/2019;2019;FEMININO;2) 12-17;1
CARPINA;ZONA DA MATA;ESTUPRO;24/11/2019;2019;FEMININO;4) 25-29;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO;24/11/2019;2019;FEMININO;2) 12-17;1
LAJEDO;AGRESTE;ESTUPRO DE VULNERÁVEL;24/11/2019;2019;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;24/11/2019;2019;FEMININO;2) 12-17;1
TERRA NOVA;SERTÃO;ESTUPRO DE VULNERÁVEL;24/11/2019;2019;FEMININO;1) 00-11;2
VITORIA DE SANTO ANTAO;ZONA DA MATA;ESTUPRO;24/11/2019;2019;FEMININO;2) 12-17;1
VITORIA DE SANTO ANTAO;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;24/11/2019;2019;FEMININO;1) 00-11;1
CAMARAGIBE;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;25/11/2019;2019;FEMININO;2) 12-17;1
CAMARAGIBE;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;25/11/2019;2019;FEMININO;3) 18-24;1
LAJEDO;AGRESTE;ESTUPRO DE VULNERÁVEL;25/11/2019;2019;FEMININO;1) 00-11;1
NAZARE DA MATA;ZONA DA MATA;ESTUPRO;25/11/2019;2019;FEMININO;4) 25-29;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;25/11/2019;2019;FEMININO;1) 00-11;1
SAO JOSE DA COROA GRANDE;ZONA DA MATA;ESTUPRO;25/11/2019;2019;FEMININO;6) 35-64;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;26/11/2019;2019;FEMININO;2) 12-17;1
LAGOA DE ITAENGA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;26/11/2019;2019;FEMININO;2) 12-17;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;26/11/2019;2019;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO;26/11/2019;2019;FEMININO;4) 25-29;1
RECIFE;RECIFE;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;26/11/2019;2019;FEMININO;2) 12-17;1
BREJAO;AGRESTE;ESTUPRO;27/11/2019;2019;FEMININO;5) 30-34;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL;27/11/2019;2019;FEMININO;2) 12-17;1
IPOJUCA;REGIÃO METROPOLITANA;ESTUPRO;27/11/2019;2019;FEMININO;6) 35-64;1
IPOJUCA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;27/11/2019;2019;MASCULINO;1) 00-11;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO COLETIVO ;27/11/2019;2019;FEMININO;7) 65 OU MAIS;1
PESQUEIRA;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;27/11/2019;2019;FEMININO;4) 25-29;1
ANGELIM;AGRESTE;ESTUPRO DE VULNERÁVEL;28/11/2019;2019;FEMININO;2) 12-17;1
BELO JARDIM;AGRESTE;ESTUPRO DE VULNERÁVEL;28/11/2019;2019;FEMININO;2) 12-17;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;28/11/2019;2019;FEMININO;2) 12-17;1
PASSIRA;AGRESTE;ESTUPRO DE VULNERÁVEL;28/11/2019;2019;FEMININO;1) 00-11;1
